Alloys,Class,Phase
MoNbTaTi0.75W,1,SP-SS
Ta0.5W0.5,1,SP-SS
Rh0.15Ti0.85,1,SP-SS
MoNbTaTiW,1,SP-SS
Ag0.25Au0.75,1,SP-SS
Ta0.75V0.25,1,SP-SS
Ag0.5Au0.5,1,SP-SS
Ag0.90Al0.10,1,SP-SS
Au0.95Ta0.05,1,SP-SS
Os0.15Ti0.85,1,SP-SS
Ag0.75Au0.25,1,SP-SS
Mo0.25Ti0.75,1,SP-SS
Au0.9Nb0.1,1,SP-SS
Nd0.5Th0.5,1,SP-SS
Ti0.75W0.25,1,SP-SS
Nb0.75Re0.25,1,SP-SS
Ru0.1Ti0.9,1,SP-SS
Ru0.2Ta0.8,1,SP-SS
Re0.1Ti0.9,1,SP-SS
Nb0.8Pd0.2,1,SP-SS
Mo0.25Nb0.75,1,SP-SS
Al0.2Ti0.8,1,SP-SS
Cr0.1Nb0.9,1,SP-SS
Re0.2Ta0.8,1,SP-SS
Ir0.05Ti0.95,1,SP-SS
Mo0.25Ta0.75,1,SP-SS
Nb0.75W0.25,1,SP-SS
U0.25Zr0.75,1,SP-SS
Th0.25Zr0.75,1,SP-SS
Os0.15Ta0.85,1,SP-SS
Al0.1Ti0.9,1,SP-SS
Ta0.75W0.25,1,SP-SS
Nb0.9Ru0.1,1,SP-SS
Au0.05Ti0.95,1,SP-SS
Nb0.9Rh0.1,1,SP-SS
Nb0.9Os0.1,1,SP-SS
Mo1Nb1Ti1V1Zr1,1,SP-SS
Ru0.1Ta0.9,1,SP-SS
Pr0.5Th0.5,1,SP-SS
Rh0.1Ta0.9,1,SP-SS
Nb0.9Pd0.1,1,SP-SS
Nb0.9Re0.1,1,SP-SS
Au0.85Li0.15,1,SP-SS
Nb0.25Ti0.75,1,SP-SS
MoNbTaTiVZr,1,SP-SS
Ta0.25Ti0.75,1,SP-SS
Re0.1Ta0.9,1,SP-SS
Mo0.7NbTiVZr,1,SP-SS
Nb0.5Ti0.5,1,SP-SS
Cr0.05Ta0.95,1,SP-SS
Ir0.05Nb0.95,1,SP-SS
MoNbTiV0.75Zr,1,SP-SS
Ta0.5Ti0.5,1,SP-SS
Mo0.5NbTiVZr,1,SP-SS
Nb0.75Ti0.25,1,SP-SS
Au0.1Nb0.9,1,SP-SS
Ga0.15Ti0.85,1,SP-SS
Ir0.05Ta0.95,1,SP-SS
Ta0.75Ti0.25,1,SP-SS
Mo1.5NbTiV0.3Zr,1,SP-SS
Ag0.8Li0.2,1,SP-SS
Mo0.3NbTiVZr,1,SP-SS
Ag0.8Cd0.2,1,SP-SS
Nb0.75Ta0.25,1,SP-SS
Au0.05Ta0.95,1,SP-SS
Nb0.5Ta0.5,1,SP-SS
MoNbTiV0.5Zr,1,SP-SS
Nb0.25Ta0.75,1,SP-SS
HfMo0.5NbTiV0.5,1,SP-SS
Al1Nb1.5Ta0.5Ti1.5Zr0.5,1,SP-SS
NbTaTiVZr,1,SP-SS
Nb1Ti1V1Zr1,1,SP-SS
Li0.85Mg0.15,1,SP-SS
HfMoNbTaTi,1,SP-SS
Ag0.85In0.15,1,SP-SS
Mo0.7NbTiV0.3Zr,1,SP-SS
Mo0.5NbTiV0.3Zr,1,SP-SS
Ag0.65Cd0.35,1,SP-SS
Sc0.75Th0.25,1,SP-SS
Hf0.25Ti0.75,1,SP-SS
Mo0.3NbTiV0.3Zr,1,SP-SS
Hf1Nb1Ta1Ti1V1Zr1,1,SP-SS
Ag0.6Li0.4,1,SP-SS
Mo0.1NbTiV0.3Zr,1,SP-SS
Hf1Nb1Ti1V1Zr1,1,SP-SS
Ti0.75Zr0.25,1,SP-SS
Al0.3Nb1Ta0.8Ti1.4V0.2Zr1.3,1,SP-SS
HfNb3Ta3TiZr,1,SP-SS
Hf0.25Nb0.75,1,SP-SS
NbTiV0.3Zr,1,SP-SS
HfMoNbTaTiZr,1,SP-SS
Hf0.25Ta0.75,1,SP-SS
NbTaTiZr,1,SP-SS
HfMo0.75NbTaTiZr,1,SP-SS
HfMo0.2Ti2V0.5Zr,1,SP-SS
Nb0.75Zr0.25,1,SP-SS
Hf1Mo1Nb1Ti1Zr1,1,SP-SS
HfMoTaTiZr,1,SP-SS
Ta0.75Zr0.25,1,SP-SS
Al0.4Hf0.6Nb1Ta1Ti1Zr1,1,SP-SS
HfMoNbTaZr,1,SP-SS
Hf0.5Mo0.5NbTiZr,1,SP-SS
Sc0.25Ti0.75,1,SP-SS
HfMo0.5NbTaTiZr,1,SP-SS
Al0.5HfNbTaTiZr,1,SP-SS
NbTiZr,1,SP-SS
HfMo0.25NbTaTiZr,1,SP-SS
Al0.3HfNbTaTiZr,1,SP-SS
HfNb0.5TiV0.5Zr,1,SP-SS
Hf0.75NbTa0.5Ti1.5Zr1.25,1,SP-SS
Hf1Nb1Ta1Ti1Zr1,1,SP-SS
Hf0.5Ti0.5,1,SP-SS
CrTiVYZr,1,SP-SS
Hf0.5Nb0.5,1,SP-SS
Hf0.5Ta0.5,1,SP-SS
Hf1Nb1Ti1Zr1,1,SP-SS
HfNb0.5Ta0.5TiZr,1,SP-SS
HfTaTiZr,1,SP-SS
Hf0.8Nb0.31Ta0.31Ti0.18Zr0.13,1,SP-SS
Hf1Nb1Ta1Zr1,1,SP-SS
Ti0.5Zr0.5,1,SP-SS
Ti0.5Zr0.5,1,SP-SS
HfNb0.18Ta0.18Ti1.27Zr,1,SP-SS
Nb0.5Zr0.5,1,SP-SS
Ta0.5Zr0.5,1,SP-SS
Hf0.75Ti0.25,1,SP-SS
HfNbZr,1,SP-SS
Hf0.75Nb0.25,1,SP-SS
Hf0.75Ta0.25,1,SP-SS
Sc0.5Ti0.5,1,SP-SS
Al0.1Hf0.9,1,SP-SS
Ti0.25Zr0.75,1,SP-SS
Nb0.25Zr0.75,1,SP-SS
Ta0.25Zr0.75,1,SP-SS
V0.1Zr0.9,1,SP-SS
Hf0.75Zr0.25,1,SP-SS
Au0.1Zr0.9,1,SP-SS
Hf0.5Zr0.5,1,SP-SS
Hf0.75Sc0.25,1,SP-SS
Ag0.05Zr0.95,1,SP-SS
Hf0.25Zr0.75,1,SP-SS
Sc0.75Ti0.25,1,SP-SS
Sc0.2Zr0.8,1,SP-SS
Hf0.5Sc0.5,1,SP-SS
Sc0.25Zr0.75,1,SP-SS
Sc0.4Zr0.6,1,SP-SS
Tb0.75Th0.25,1,SP-SS
Sc0.5Zr0.5,1,SP-SS
Hf0.25Sc0.75,1,SP-SS
Sc0.75Zr0.25,1,SP-SS
Al0.03Sc0.97,1,SP-SS
Nd0.75Th0.25,1,SP-SS
Pr0.75Th0.25,1,SP-SS
Sc0.75Y0.25,1,SP-SS
Sc0.5Y0.5,1,SP-SS
Pb0.25Tl0.75,1,SP-SS
Pb0.5Tl0.5,1,SP-SS
PbSeSnTe,1,SP-SS
La0.04Pb0.96SeSnTe,1,SP-SS
La0.06Pb0.94SeSnTe,1,SP-SS
La0.08Pb0.92SeSnTe,1,SP-SS
La0.1Pb0.9SeSnTe,1,SP-SS
Pb0.75Tl0.25,1,SP-SS
Tb0.25Tm0.75,1,SP-SS
Sc0.25Y0.75,1,SP-SS
Tb0.5Tm0.5,1,SP-SS
Dy1Gd1Lu1Tb1Tm1,1,SP-SS
DyGdHoLuTb,1,SP-SS
Tb0.75Tm0.25,1,SP-SS
Dy1Gd1Lu1Tb1Y1,1,SP-SS
Dy1Gd1Ho1Tb1Y1,1,SP-SS
Tb0.75Y0.25,1,SP-SS
Tb0.5Y0.5,1,SP-SS
Tb0.25Y0.75,1,SP-SS
Sm0.25Y0.75,1,SP-SS
Gd1Ho1La1Tb1Y1,1,SP-SS
Sm0.5Y0.5,1,SP-SS
Sm0.75Y0.25,1,SP-SS
Ca0.85Yb0.15,1,SP-SS
Ca0.7Yb0.3,1,SP-SS
Ca0.5Yb0.5,1,SP-SS
Ca0.25Yb0.75,1,SP-SS
Ca0.75Sr0.25,1,SP-SS
Ba0.25Ca0.75,1,SP-SS
Ba0.25Yb0.75,1,SP-SS
Ca0.5Sr0.5,1,SP-SS
Ca0.25Sr0.75,1,SP-SS
Ba0.25Eu0.75,1,SP-SS
Ba0.5Ca0.5,1,SP-SS
Ba0.5Yb0.5,1,SP-SS
Ba0.5Eu0.5,1,SP-SS
Ba0.25Sr0.75,1,SP-SS
Ba0.75Ca0.25,1,SP-SS
Ba0.75Yb0.25,1,SP-SS
Ba0.5Sr0.5,1,SP-SS
Ba0.75Eu0.25,1,SP-SS
Ba0.75Sr0.25,1,SP-SS
Cs0.25Rb0.75,1,SP-SS
Cs0.5Rb0.5,1,SP-SS
Cs0.75Rb0.25,1,SP-SS
