Alloys,Class,alloy_sep,normalizer,k,vm,tm,vac,delta_s_mix,delta_chi,delta,delta_h_mix
Ce1W1,0,"[('Ce', 1.0), ('W', 1.0)]",2.0,163.5,15.265,2379.65,12.0,5.762823676963555,0.2899999999999999,15.625,42.3
Gd1Ti1,0,"[('Gd', 1.0), ('Ti', 1.0)]",2.0,73.0,15.25,1764.65,7.0,5.762823676963555,0.17000000000000004,12.5,21.5
Au1Te1,0,"[('Au', 1.0), ('Te', 1.0)]",2.0,141.0,15.35,1029.995,20.5,5.762823676963555,0.1499999999999999,1.8181818181818132,0.0
Pr1W1,0,"[('Pr', 1.0), ('W', 1.0)]",2.0,168.0,15.165,2445.65,12.5,5.762823676963555,0.28500000000000003,15.625,39.9
Fe1Na1,0,"[('Fe', 1.0), ('Na', 1.0)]",2.0,87.5,15.399999999999999,1091.045,4.5,5.762823676963555,0.45,12.5,89.5
La1V1,0,"[('La', 1.0), ('V', 1.0)]",2.0,93.5,15.425,1688.15,4.0,5.762823676963555,0.2649999999999999,18.181818181818183,31.3
Ge1Tl1,0,"[('Ge', 1.0), ('Tl', 1.0)]",2.0,59.0,15.399999999999999,894.2750000000001,20.5,5.762823676963555,0.10499999999999987,20.634920634920633,4.0
Li1Sb1,0,"[('Li', 1.0), ('Sb', 1.0)]",2.0,24.0,15.75,678.7149999999999,8.0,5.762823676963555,0.5349999999999999,0.0,-40.0
Cd1Pb1,0,"[('Cd', 1.0), ('Pb', 1.0)]",2.0,43.0,15.7,597.415,20.0,5.762823676963555,0.05500000000000005,7.462686567164178,2.3
As1Pb1,0,"[('As', 1.0), ('Pb', 1.0)]",2.0,33.5,15.7,845.3800000000001,21.5,5.762823676963555,0.19000000000000006,22.033898305084747,8.9
Al1Bi1,0,"[('Al', 1.0), ('Bi', 1.0)]",2.0,53.0,15.65,739.01,16.0,5.762823676963555,0.1449999999999999,12.280701754385964,14.4
Ge1Lu1,0,"[('Ge', 1.0), ('Lu', 1.0)]",2.0,60.5,15.7,1573.775,15.5,5.762823676963555,0.5049999999999999,16.666666666666668,-53.4
Ce1Ti1,0,"[('Ce', 1.0), ('Ti', 1.0)]",2.0,64.0,15.8,1507.65,4.0,5.762823676963555,0.20999999999999996,13.846153846153841,26.2
Au1Bi1,0,"[('Au', 1.0), ('Bi', 1.0)]",2.0,124.5,15.75,940.9399999999999,27.0,5.762823676963555,0.25,8.47457627118644,-4.3
Ge1Sb1,0,"[('Ge', 1.0), ('Sb', 1.0)]",2.0,56.5,16.0,1057.5900000000001,14.5,5.762823676963555,0.020000000000000018,7.407407407407413,2.0
Pr1Ti1,0,"[('Pr', 1.0), ('Ti', 1.0)]",2.0,68.5,15.7,1573.65,4.5,5.762823676963555,0.20500000000000007,13.846153846153841,23.8
Ce1Ta1,0,"[('Ce', 1.0), ('Ta', 1.0)]",2.0,110.0,15.95,2181.15,11.5,5.762823676963555,0.18999999999999995,12.121212121212116,46.5
Er1Hf1,0,"[('Er', 1.0), ('Hf', 1.0)]",2.0,74.5,16.0,2154.15,16.0,5.762823676963555,0.030000000000000027,6.060606060606055,14.0
La1Mo1,0,"[('La', 1.0), ('Mo', 1.0)]",2.0,129.0,15.95,2044.15,4.5,5.762823676963555,0.53,14.705882352941174,46.1
Ge1Pb1,0,"[('Ge', 1.0), ('Pb', 1.0)]",2.0,60.0,15.95,906.0050000000001,21.0,5.762823676963555,0.10499999999999987,18.032786885245898,6.1
In1Sn1,0,"[('In', 1.0), ('Sn', 1.0)]",2.0,49.0,16.0,412.73,13.5,5.762823676963555,0.08999999999999998,3.3333333333333384,0.0
Sr1Ca1Yb1Mg1Zn1Cu1Ti1,0,"[('Sr', 1.0), ('Ca', 1.0), ('Yb', 1.0), ('Mg', 1.0), ('Zn', 1.0), ('Cu', 1.0), ('Ti', 1.0)]",7.0,60.55714285714286,18.471428571428568,1168.4571428571428,6.999999999999999,16.178290041506536,0.3327804939338499,14.953660987025174,-0.10612244897959133
Pr1Ta1,0,"[('Pr', 1.0), ('Ta', 1.0)]",2.0,114.5,15.850000000000001,2247.15,12.0,5.762823676963555,0.18500000000000005,12.121212121212116,43.9
La1W1,0,"[('La', 1.0), ('W', 1.0)]",2.0,168.0,16.015,2440.15,11.5,5.762823676963555,0.29999999999999993,18.181818181818183,46.6
Sb1Zr1,0,"[('Sb', 1.0), ('Zr', 1.0)]",2.0,65.0,16.25,1515.4650000000001,9.5,5.762823676963555,0.3599999999999999,3.3333333333333384,-112.4
Ca1Ni1,0,"[('Ca', 1.0), ('Ni', 1.0)]",2.0,97.5,18.25,1421.65,6.0,5.762823676963555,0.45499999999999996,14.285714285714285,-10.8
Er1Zr1,0,"[('Er', 1.0), ('Zr', 1.0)]",2.0,66.5,16.25,1964.65,9.0,5.762823676963555,0.04500000000000004,6.060606060606055,11.8
Si1Te1,0,"[('Si', 1.0), ('Te', 1.0)]",2.0,81.0,16.3,1204.905,10.0,5.762823676963555,0.10000000000000009,12.000000000000005,0.0
Co1Yb1,0,"[('Co', 1.0), ('Yb', 1.0)]",2.0,104.5,15.75,1432.65,12.5,5.762823676963555,0.3899999999999999,12.903225806451617,3.6
Dy1Zr1,0,"[('Dy', 1.0), ('Zr', 1.0)]",2.0,65.0,16.55,1906.15,8.0,5.762823676963555,0.05500000000000005,6.060606060606055,11.9
La1Ti1,0,"[('La', 1.0), ('Ti', 1.0)]",2.0,68.5,16.55,1568.15,3.5,5.762823676963555,0.21999999999999997,16.417910447761198,28.5
Hf1Y1,0,"[('Hf', 1.0), ('Y', 1.0)]",2.0,73.5,16.7,2150.65,10.5,5.762823676963555,0.040000000000000036,7.462686567164178,16.6
Mg1Sr1,0,"[('Mg', 1.0), ('Sr', 1.0)]",2.0,29.95,23.85,986.6500000000001,2.0,5.762823676963555,0.18000000000000005,14.285714285714285,-5.6
Pb1Sc1,0,"[('Pb', 1.0), ('Sc', 1.0)]",2.0,52.0,16.65,1207.38,15.5,5.762823676963555,0.21999999999999997,5.882352941176472,-73.7
Li1Te1,0,"[('Li', 1.0), ('Te', 1.0)]",2.0,36.0,16.8,588.155,8.5,5.762823676963555,0.56,1.7543859649122862,0.0
La1Nb1,0,"[('La', 1.0), ('Nb', 1.0)]",2.0,99.5,16.65,1971.65,4.0,5.762823676963555,0.25,14.705882352941174,53.3
Fe1Yb1,0,"[('Fe', 1.0), ('Yb', 1.0)]",2.0,99.5,15.95,1454.15,12.0,5.762823676963555,0.365,11.111111111111116,35.6
La1Ta1,0,"[('La', 1.0), ('Ta', 1.0)]",2.0,114.5,16.7,2241.65,11.0,5.762823676963555,0.19999999999999996,14.705882352941174,48.9
As1Te1,0,"[('As', 1.0), ('Te', 1.0)]",2.0,42.0,16.8,906.405,15.5,5.762823676963555,0.040000000000000036,9.803921568627455,0.0
Ce1Li1,0,"[('Ce', 1.0), ('Li', 1.0)]",2.0,14.0,17.05,762.9000000000001,2.5,5.762823676963555,0.07000000000000006,12.121212121212116,9.3
Gd1Zr1,0,"[('Gd', 1.0), ('Zr', 1.0)]",2.0,64.0,17.0,1856.65,7.0,5.762823676963555,0.06500000000000006,7.462686567164178,14.5
Li1Pr1,0,"[('Li', 1.0), ('Pr', 1.0)]",2.0,18.5,16.95,828.9000000000001,3.0,5.762823676963555,0.07499999999999996,12.121212121212116,11.5
Ca1V1,0,"[('Ca', 1.0), ('V', 1.0)]",2.0,87.5,19.125,1649.15,3.5,5.762823676963555,0.31499999999999995,14.285714285714285,62.5
Ce1Hf1,0,"[('Ce', 1.0), ('Hf', 1.0)]",2.0,63.0,17.3,1789.15,11.0,5.762823676963555,0.08999999999999998,8.823529411764703,21.8
Sb1Se1,0,"[('Sb', 1.0), ('Se', 1.0)]",2.0,24.5,17.45,688.665,15.5,5.762823676963555,0.25,11.538461538461542,0.0
Pb1Sn1,0,"[('Pb', 1.0), ('Sn', 1.0)]",2.0,52.0,17.3,498.15999999999997,21.0,5.762823676963555,0.07999999999999996,10.76923076923077,2.5
Er1Sn1,0,"[('Er', 1.0), ('Sn', 1.0)]",2.0,50.0,17.35,1098.93,14.0,5.762823676963555,0.36,9.375,-32.7
Os1Yb1,0,"[('Os', 1.0), ('Yb', 1.0)]",2.0,201.5,16.615000000000002,2201.65,19.0,5.762823676963555,0.55,14.754098360655737,6.3
Ho1Sn1,0,"[('Ho', 1.0), ('Sn', 1.0)]",2.0,48.0,17.5,1070.43,13.5,5.762823676963555,0.365,9.375,-32.9
Ca1Pt1,0,"[('Ca', 1.0), ('Pt', 1.0)]",2.0,123.0,19.5,1578.25,13.0,5.762823676963555,0.6000000000000001,14.285714285714285,-79.6
Ca1Mo1,0,"[('Ca', 1.0), ('Mo', 1.0)]",2.0,123.0,19.65,2005.15,4.0,5.762823676963555,0.5800000000000001,10.76923076923077,81.9
La1Li1,0,"[('La', 1.0), ('Li', 1.0)]",2.0,18.5,17.8,823.4000000000001,2.0,5.762823676963555,0.06000000000000005,14.705882352941174,9.4
Ga1Na1,0,"[('Ga', 1.0), ('Na', 1.0)]",2.0,31.0,17.75,336.925,7.0,5.762823676963555,0.44,16.12903225806452,7.1
Gd1In1,0,"[('Gd', 1.0), ('In', 1.0)]",2.0,38.5,17.799999999999997,1007.95,11.5,5.762823676963555,0.29000000000000004,7.462686567164178,-17.9
Al1Ca1,0,"[('Al', 1.0), ('Ca', 1.0)]",2.0,46.0,19.95,1024.31,2.5,5.762823676963555,0.30500000000000005,18.032786885245898,-34.2
Lu1Pb1,0,"[('Lu', 1.0), ('Pb', 1.0)]",2.0,46.5,18.05,1268.38,22.5,5.762823676963555,0.4,1.4084507042253502,-25.7
Eu1Fe1,0,"[('Eu', 1.0), ('Fe', 1.0)]",2.0,89.0,18.0,1453.15,8.5,5.762823676963555,0.31500000000000006,13.846153846153841,41.9
Sn1Y1,0,"[('Sn', 1.0), ('Y', 1.0)]",2.0,49.0,18.05,1095.43,8.5,5.762823676963555,0.37,10.76923076923077,-91.8
Gd1Sn1,0,"[('Gd', 1.0), ('Sn', 1.0)]",2.0,47.5,18.1,990.9300000000001,12.0,5.762823676963555,0.38,10.76923076923077,-36.1
Al1Yb1,0,"[('Al', 1.0), ('Yb', 1.0)]",2.0,53.0,17.4,1015.3100000000001,9.5,5.762823676963555,0.255,16.666666666666668,-13.7
Pb1Sb1,0,"[('Pb', 1.0), ('Sb', 1.0)]",2.0,42.5,18.35,752.1949999999999,21.5,5.762823676963555,0.12499999999999989,10.76923076923077,0.0
Ca1Ti1,0,"[('Ca', 1.0), ('Ti', 1.0)]",2.0,62.5,20.25,1529.15,3.0,5.762823676963555,0.27,12.5,61.0
Ce1In1,0,"[('Ce', 1.0), ('In', 1.0)]",2.0,29.5,18.35,750.95,8.5,5.762823676963555,0.32999999999999996,8.823529411764703,-18.4
Li1Na1,0,"[('Li', 1.0), ('Na', 1.0)]",2.0,7.5,18.4,412.29499999999996,1.0,5.762823676963555,0.024999999999999967,10.76923076923077,4.9
Sm1Sn1,0,"[('Sm', 1.0), ('Sn', 1.0)]",2.0,47.5,18.1,870.4300000000001,11.0,5.762823676963555,0.395,12.121212121212116,-36.1
Cd1Na1,0,"[('Cd', 1.0), ('Na', 1.0)]",2.0,23.0,18.4,482.58000000000004,6.5,5.762823676963555,0.37999999999999995,7.462686567164178,-4.8
Eu1Rh1,0,"[('Eu', 1.0), ('Rh', 1.0)]",2.0,194.5,18.6,1665.65,9.0,5.762823676963555,0.5399999999999999,15.625,-33.8
Eu1V1,0,"[('Eu', 1.0), ('V', 1.0)]",2.0,84.0,18.625,1639.15,7.0,5.762823676963555,0.21499999999999997,15.625,67.8
Ca65Mg15Zn20,0,"[('Ca', 65.0), ('Mg', 15.0), ('Zn', 20.0)]",100.0,30.95,23.375,1001.8559999999999,4.0,7.370062677484517,0.26031279261688234,11.35992811974639,-22.37
Sr1Ca1Yb1Mg1Zn1,0,"[('Sr', 1.0), ('Ca', 1.0), ('Yb', 1.0), ('Mg', 1.0), ('Zn', 1.0)]",5.0,34.980000000000004,22.32,975.656,6.800000000000001,13.380861848448422,0.2557655176133014,13.651601120452039,-17.648
Be1Sr1,0,"[('Be', 1.0), ('Sr', 1.0)]",2.0,71.95,19.35,1305.15,2.0,5.762823676963555,0.31000000000000005,31.147540983606554,-13.8
Gd1Pb1,0,"[('Gd', 1.0), ('Pb', 1.0)]",2.0,41.5,19.1,1093.38,19.0,5.762823676963555,0.30000000000000004,0.0,-29.5
Eu1Mo1,0,"[('Eu', 1.0), ('Mo', 1.0)]",2.0,119.5,19.15,1995.15,7.5,5.762823676963555,0.4800000000000001,12.121212121212116,90.8
Eu1W1,0,"[('Eu', 1.0), ('W', 1.0)]",2.0,158.5,19.215,2391.15,14.5,5.762823676963555,0.25,15.625,94.3
Pb1Sm1,0,"[('Pb', 1.0), ('Sm', 1.0)]",2.0,41.5,19.1,972.8800000000001,18.0,5.762823676963555,0.31500000000000006,1.3698630136986356,-29.5
Ca1Li1,0,"[('Ca', 1.0), ('Li', 1.0)]",2.0,12.5,21.5,784.4000000000001,1.5,5.762823676963555,0.010000000000000009,10.76923076923077,0.0
Ba1Mg1,0,"[('Ba', 1.0), ('Mg', 1.0)]",2.0,28.0,26.5,961.65,2.0,5.762823676963555,0.21000000000000002,17.808219178082197,-5.8
Pb1Pr1,0,"[('Pb', 1.0), ('Pr', 1.0)]",2.0,37.0,19.55,902.3800000000001,16.5,5.762823676963555,0.3350000000000001,1.3698630136986356,-32.6
Eu1Ta1,0,"[('Eu', 1.0), ('Ta', 1.0)]",2.0,105.0,19.9,2192.65,14.0,5.762823676963555,0.15000000000000002,12.121212121212116,96.6
Ge1Yb1,0,"[('Ge', 1.0), ('Yb', 1.0)]",2.0,52.0,19.2,1154.275,15.0,5.762823676963555,0.45499999999999985,16.666666666666668,-51.0
Mn1Sr1,0,"[('Mn', 1.0), ('Sr', 1.0)]",2.0,66.45,20.545,1284.65,4.5,5.762823676963555,0.30000000000000004,17.647058823529417,36.8
Sr1Ca1Yb1Li0.55Mg0.45Zn1,0,"[('Sr', 1.0), ('Ca', 1.0), ('Yb', 1.0), ('Li', 0.55), ('Mg', 0.45), ('Zn', 1.0)]",5.0,31.02,22.221,924.011,6.6899999999999995,14.525098076786241,0.26122118979899006,13.983090810807768,-16.204800000000002
Ca1Sc1,0,"[('Ca', 1.0), ('Sc', 1.0)]",2.0,37.0,22.45,1464.65,2.5,5.762823676963555,0.18000000000000005,5.882352941176472,26.8
Sr1V1,0,"[('Sr', 1.0), ('V', 1.0)]",2.0,86.95,21.025000000000002,1616.65,3.5,5.762823676963555,0.33999999999999997,19.402985074626862,74.8
Cd1Eu1,0,"[('Cd', 1.0), ('Eu', 1.0)]",2.0,24.5,21.0,844.6850000000001,10.5,5.762823676963555,0.245,8.823529411764703,-33.6
Pt1Sr1,0,"[('Pt', 1.0), ('Sr', 1.0)]",2.0,122.45,21.400000000000002,1545.75,13.0,5.762823676963555,0.6250000000000001,19.402985074626862,-72.1
Al1Sr1,0,"[('Al', 1.0), ('Sr', 1.0)]",2.0,45.45,21.85,991.8100000000001,2.5,5.762823676963555,0.33000000000000007,23.076923076923077,-31.0
Ca1Lu1,0,"[('Ca', 1.0), ('Lu', 1.0)]",2.0,31.5,23.85,1525.65,9.5,5.762823676963555,0.0,1.4084507042253502,19.9
Sr1Ti1,0,"[('Sr', 1.0), ('Ti', 1.0)]",2.0,61.95,22.150000000000002,1496.65,3.0,5.762823676963555,0.29500000000000004,17.647058823529417,75.2
Ca1Tm1,0,"[('Ca', 1.0), ('Tm', 1.0)]",2.0,30.0,24.0,1466.65,8.5,5.762823676963555,0.125,1.4084507042253502,20.1
Ca1Sb1,0,"[('Ca', 1.0), ('Sb', 1.0)]",2.0,27.5,24.15,1009.465,8.5,5.762823676963555,0.5249999999999999,10.76923076923077,-99.4
Lu1Yb1,0,"[('Lu', 1.0), ('Yb', 1.0)]",2.0,38.5,21.3,1516.65,16.5,5.762823676963555,0.050000000000000044,0.0,19.8
Ga1Sr1,0,"[('Ga', 1.0), ('Sr', 1.0)]",2.0,35.45,22.75,676.5300000000001,7.5,5.762823676963555,0.43000000000000005,21.212121212121215,-44.1
K1Mg1,0,"[('K', 1.0), ('Mg', 1.0)]",2.0,23.5,29.65,629.9,1.5,5.762823676963555,0.24500000000000005,18.91891891891892,29.6
Ca1Y1,0,"[('Ca', 1.0), ('Y', 1.0)]",2.0,28.0,24.85,1455.15,2.5,5.762823676963555,0.10999999999999999,0.0,15.0
Ba1Fe1,0,"[('Ba', 1.0), ('Fe', 1.0)]",2.0,90.0,23.05,1405.65,5.0,5.762823676963555,0.47000000000000003,21.12676056338028,48.4
Gd1Yb1,0,"[('Gd', 1.0), ('Yb', 1.0)]",2.0,33.5,22.35,1341.65,13.0,5.762823676963555,0.04999999999999993,1.4084507042253502,14.8
Ca1Nd1,0,"[('Ca', 1.0), ('Nd', 1.0)]",2.0,23.5,25.25,1202.15,4.0,5.762823676963555,0.06999999999999995,1.3698630136986356,15.0
Ba1V1,0,"[('Ba', 1.0), ('V', 1.0)]",2.0,85.0,23.675,1591.65,3.5,5.762823676963555,0.36999999999999994,22.857142857142858,77.7
Sc1Sr1,0,"[('Sc', 1.0), ('Sr', 1.0)]",2.0,36.45,24.35,1432.15,2.5,5.762823676963555,0.20500000000000007,11.111111111111116,36.9
Ca1La1,0,"[('Ca', 1.0), ('La', 1.0)]",2.0,22.0,26.2,1154.15,2.5,5.762823676963555,0.050000000000000044,4.0000000000000036,12.5
Ba1Mo1,0,"[('Ba', 1.0), ('Mo', 1.0)]",2.0,120.5,24.2,1947.65,4.0,5.762823676963555,0.635,19.444444444444443,100.0
Al1Ba1,0,"[('Al', 1.0), ('Ba', 1.0)]",2.0,43.5,24.5,966.81,2.5,5.762823676963555,0.36000000000000004,26.470588235294112,-29.2
Ca1Na1,0,"[('Ca', 1.0), ('Na', 1.0)]",2.0,11.0,26.799999999999997,743.0450000000001,1.5,5.762823676963555,0.034999999999999976,0.0,0.0
Ba1Ti1,0,"[('Ba', 1.0), ('Ti', 1.0)]",2.0,60.0,24.8,1471.65,3.0,5.762823676963555,0.325,21.12676056338028,78.6
Eu1La1,0,"[('Eu', 1.0), ('La', 1.0)]",2.0,18.5,25.7,1144.15,6.0,5.762823676963555,0.04999999999999993,2.631578947368424,16.4
Sr1Y1,0,"[('Sr', 1.0), ('Y', 1.0)]",2.0,27.45,26.75,1422.65,2.5,5.762823676963555,0.135,5.263157894736842,25.8
K1V1,0,"[('K', 1.0), ('V', 1.0)]",2.0,80.5,26.825,1259.9,3.0,5.762823676963555,0.40499999999999997,23.94366197183098,127.2
Ba1Sc1,0,"[('Ba', 1.0), ('Sc', 1.0)]",2.0,34.5,27.0,1407.15,2.5,5.762823676963555,0.23500000000000004,14.666666666666666,40.7
K1Zn1,0,"[('K', 1.0), ('Zn', 1.0)]",2.0,35.5,27.25,514.665,6.5,5.762823676963555,0.415,23.94366197183098,15.6
K1Mo1,0,"[('K', 1.0), ('Mo', 1.0)]",2.0,116.0,27.349999999999998,1615.9,3.5,5.762823676963555,0.6700000000000002,20.54794520547945,163.4
Ba1Sn1,0,"[('Ba', 1.0), ('Sn', 1.0)]",2.0,34.5,27.65,697.93,8.0,5.762823676963555,0.5349999999999999,19.444444444444443,-78.1
Mg1Rb1,0,"[('Mg', 1.0), ('Rb', 1.0)]",2.0,23.0,34.95,617.8,1.5,5.762823676963555,0.24500000000000005,22.077922077922075,30.6
K1Ti1,0,"[('K', 1.0), ('Ti', 1.0)]",2.0,55.5,27.95,1139.9,2.5,5.762823676963555,0.36000000000000004,22.222222222222225,128.0
K1Nb1,0,"[('K', 1.0), ('Nb', 1.0)]",2.0,86.5,28.049999999999997,1543.4,3.0,5.762823676963555,0.39000000000000007,20.54794520547945,169.9
K1Ta1,0,"[('K', 1.0), ('Ta', 1.0)]",2.0,101.5,28.099999999999998,1813.4,10.0,5.762823676963555,0.34,20.54794520547945,162.5
K1Li1,0,"[('K', 1.0), ('Li', 1.0)]",2.0,5.5,29.2,395.15,1.0,5.762823676963555,0.08000000000000002,20.54794520547945,16.7
Ba1Y1,0,"[('Ba', 1.0), ('Y', 1.0)]",2.0,25.5,29.4,1397.65,2.5,5.762823676963555,0.16499999999999998,8.860759493670889,29.8
K1Zr1,0,"[('K', 1.0), ('Zr', 1.0)]",2.0,46.5,29.7,1231.9,2.5,5.762823676963555,0.25500000000000006,17.333333333333336,123.8
Rb1V1,0,"[('Rb', 1.0), ('V', 1.0)]",2.0,80.0,32.125,1247.8,3.0,5.762823676963555,0.40499999999999997,27.027027027027025,128.6
Rb1Zn1,0,"[('Rb', 1.0), ('Zn', 1.0)]",2.0,35.0,32.55,502.56499999999994,6.5,5.762823676963555,0.415,27.027027027027025,18.1
Rb1Ti1,0,"[('Rb', 1.0), ('Ti', 1.0)]",2.0,55.0,33.25,1127.8,2.5,5.762823676963555,0.36000000000000004,25.333333333333336,132.5
Rb1Ta1,0,"[('Rb', 1.0), ('Ta', 1.0)]",2.0,101.0,33.4,1801.3,10.0,5.762823676963555,0.34,23.68421052631579,167.9
Ga1Rb1,0,"[('Ga', 1.0), ('Rb', 1.0)]",2.0,28.5,33.85,307.68,7.0,5.762823676963555,0.49500000000000005,28.767123287671236,19.4
Li1Rb1,0,"[('Li', 1.0), ('Rb', 1.0)]",2.0,5.0,34.5,383.04999999999995,1.0,5.762823676963555,0.08000000000000002,23.68421052631579,17.3
Hf1Rb1,0,"[('Hf', 1.0), ('Rb', 1.0)]",2.0,54.0,34.75,1409.3,9.5,5.762823676963555,0.24000000000000005,20.51282051282051,135.4
K1Na1,0,"[('K', 1.0), ('Na', 1.0)]",2.0,4.0,34.5,353.79499999999996,1.0,5.762823676963555,0.05500000000000005,10.000000000000004,3.8
Cs1Mg1,0,"[('Cs', 1.0), ('Mg', 1.0)]",2.0,22.5,42.0,612.4,1.5,5.762823676963555,0.26,26.82926829268293,34.7
In1Rb1,0,"[('In', 1.0), ('Rb', 1.0)]",2.0,20.5,35.8,371.1,7.0,5.762823676963555,0.48000000000000004,20.51282051282051,-6.5
Rb1Tl1,0,"[('Rb', 1.0), ('Tl', 1.0)]",2.0,22.5,36.55,444.79999999999995,14.0,5.762823676963555,0.49000000000000005,10.588235294117649,-20.3
Cs1V1,0,"[('Cs', 1.0), ('V', 1.0)]",2.0,79.5,39.175,1242.4,3.0,5.762823676963555,0.41999999999999993,31.645569620253163,129.7
Cs1Mo1,0,"[('Cs', 1.0), ('Mo', 1.0)]",2.0,115.0,39.7,1598.4,3.5,5.762823676963555,0.685,28.39506172839506,163.0
Cs1Nb1,0,"[('Cs', 1.0), ('Nb', 1.0)]",2.0,85.5,40.4,1525.9,3.0,5.762823676963555,0.405,28.39506172839506,175.1
Cs1Ta1,0,"[('Cs', 1.0), ('Ta', 1.0)]",2.0,100.5,40.45,1795.9,10.0,5.762823676963555,0.355,28.39506172839506,170.0
Cs1Ga1,0,"[('Cs', 1.0), ('Ga', 1.0)]",2.0,28.0,40.9,302.28,7.0,5.762823676963555,0.51,33.33333333333333,19.8
Cs1Li1,0,"[('Cs', 1.0), ('Li', 1.0)]",2.0,4.5,41.55,377.65,1.0,5.762823676963555,0.09499999999999997,28.39506172839506,20.7
Cs1Hf1,0,"[('Cs', 1.0), ('Hf', 1.0)]",2.0,53.5,41.8,1403.9,9.5,5.762823676963555,0.255,25.30120481927711,137.7
Cs1In1,0,"[('Cs', 1.0), ('In', 1.0)]",2.0,20.0,42.85,365.7,7.0,5.762823676963555,0.495,25.30120481927711,-6.7
Cs1Tl1,0,"[('Cs', 1.0), ('Tl', 1.0)]",2.0,22.0,43.6,439.4,14.0,5.762823676963555,0.505,15.55555555555555,-21.0
Cs1Te1,0,"[('Cs', 1.0), ('Te', 1.0)]",2.0,31.5,45.25,512.155,8.5,5.762823676963555,0.655,30.000000000000004,0.0
Al0.03Mg0.97,1,"[('Al', 0.03), ('Mg', 0.97)]",1.0,45.93,13.88,923.4595999999999,2.03,1.1202444040365445,0.051176166327695956,2.8574073884810667,-0.22115999999999997
Li0.1Mg0.9,1,"[('Li', 0.1), ('Mg', 0.9)]",1.0,41.4,13.91,876.2,1.9000000000000001,2.70273785856509,0.09900000000000003,1.0033444816053505,0.0
Sc0.1Th0.9,1,"[('Sc', 0.1), ('Th', 0.9)]",1.0,52.60000000000001,19.32,2002.25,3.9000000000000004,2.70273785856509,0.018000000000000016,3.3707865168539346,0.0
Ti0.25U0.75,1,"[('Ti', 0.25), ('U', 0.75)]",1.0,101.5,12.025,1541.9,5.5,4.675252410149021,0.06928203230275505,9.116056881941459,0.0
Cd0.25Mg0.75,1,"[('Cd', 0.25), ('Mg', 0.75)]",1.0,43.75,13.775,840.9175,4.5,4.675252410149021,0.1645448267190433,1.431446948404026,-6.300000000000001
U0.75Zr0.25,1,"[('U', 0.75), ('Zr', 0.25)]",1.0,97.0,12.9,1587.9,5.5,4.675252410149021,0.1602146997001211,5.09426708108493,-3.2249999999999996
Th0.75Zr0.25,1,"[('Th', 0.75), ('Zr', 0.25)]",1.0,61.75,18.375,2049.15,4.0,4.675252410149021,0.012990381056766592,6.230398588377256,5.4
Sc0.25Th0.75,1,"[('Sc', 0.25), ('Th', 0.75)]",1.0,53.5,18.6,1970.9,3.75,4.675252410149021,0.025980762113533184,4.948716593053932,0.0
Sc0.3Th0.7,1,"[('Sc', 0.3), ('Th', 0.7)]",1.0,53.8,18.36,1960.4499999999998,3.6999999999999997,5.078723825072599,0.027495454169735062,5.267328385006716,0.0
Li0.35Mg0.65,1,"[('Li', 0.35), ('Mg', 0.65)]",1.0,32.4,13.684999999999999,758.825,1.65,5.382869374722127,0.15739996823379607,1.608666444210699,0.0
Tb0.25Th0.75,1,"[('Tb', 0.25), ('Th', 0.75)]",1.0,48.5,19.650000000000002,1925.4,5.75,4.675252410149021,0.043301270189221974,1.2112243409572592,0.0
Nd0.25Th0.75,1,"[('Nd', 0.25), ('Th', 0.75)]",1.0,46.75,20.0,1839.65,4.5,4.675252410149021,0.06928203230275516,1.1945177983233661,2.0999999999999996
Ti0.5U0.5,1,"[('Ti', 0.5), ('U', 0.5)]",1.0,104.0,11.55,1675.65,5.0,5.762823676963555,0.07999999999999996,11.111111111111116,0.0
Pr0.25Th0.75,1,"[('Pr', 0.25), ('Th', 0.75)]",1.0,46.0,20.05,1818.4,4.25,4.675252410149021,0.07361215932167735,1.1945177983233661,2.0999999999999996
Li0.5Mg0.5,1,"[('Li', 0.5), ('Mg', 0.5)]",1.0,27.0,13.55,688.4,1.5,5.762823676963555,0.16500000000000004,1.6949152542372836,0.0
Cd0.5Mg0.5,1,"[('Cd', 0.5), ('Mg', 0.5)]",1.0,42.5,13.55,758.685,7.0,5.762823676963555,0.18999999999999995,1.6393442622950838,-8.4
Co0.25Ni0.75,1,"[('Co', 0.25), ('Ni', 0.75)]",1.0,179.0,6.624999999999999,1738.15,9.75,4.675252410149021,0.012990381056766592,0.0,0.0
Co0.5Ni0.5,1,"[('Co', 0.5), ('Ni', 0.5)]",1.0,179.0,6.65,1748.15,9.5,5.762823676963555,0.015000000000000013,0.0,0.0
Co0.75Ni0.25,1,"[('Co', 0.75), ('Ni', 0.25)]",1.0,179.0,6.675000000000001,1758.15,9.25,4.675252410149021,0.012990381056766592,0.0,0.0
Cu0.25Ni0.75,1,"[('Cu', 0.25), ('Ni', 0.75)]",1.0,169.25,6.725,1635.5550000000003,10.25,4.675252410149021,0.004330127018922197,0.0,4.050000000000001
Fe0.25Ni0.75,1,"[('Fe', 0.25), ('Ni', 0.75)]",1.0,176.5,6.725,1748.9,9.5,4.675252410149021,0.034641016151377484,1.5890374381365848,-2.0250000000000004
